gene	logFC	padj
ITGAM	-0.159304773	0.977734499
TPST1	0.302563107	0.016460786
TM4SF4	0.14045723	0.88879424
TOR1AIP2	-0.248906583	0.012445752
TM4SF1	-0.416893065	0.052085832
OTUD3	0.1231211	0.534741924
OTUD7A	1.574145438	0.03119022
GUSB	-0.118674063	0.494501372
FRMPD4	-1.077335319	0.318979995
TAS1R3	0.466803371	0.454544172
TMEM42	0.058175067	0.754519804
MAP3K2	0.230296366	0.015106314
PUSL1	0.08317698	0.427667428
SF3B5	-0.20119932	0.087757592
TIGD4	-0.491990612	0.197833805
IFFO2	0.031360148	0.886907609
NLGN2	0.783324781	0.000518274
MYO7B	-1.052313056	0.346121383
TMEM154	-0.843439608	0.025750589
MYRIP	0.528175459	0.750905965
ALCAM	1.131356024	0.004581146
YWHAG	-0.087859876	0.24115711
UBE2E3	-0.23811166	0.017134118
CNTROB	-0.340820019	0.008318891
TRAPPC1	-0.110056331	0.199186101
ZPLD1	-0.281041317	0.888828087
GPR37L1	1.800408147	0.003905012
SIMC1	0.11233851	0.619614457
TMEM192	0.276767899	0.028192545
NSG2	-0.983284645	0.573595241
NIPA1	-0.003694106	0.977494163
UBE2E1	-0.168622926	0.073389479
HNRNPA3	-0.790070953	0.001139201
SIK2	0.391089641	0.001454421
RNF150	0.733600045	0.42892076
CCDC144A	0.360484826	0.768117038
CHRNB1	0.061255245	0.736335062
USP38	0.801321869	4.10E-05
SLC16A5	0.131448966	0.233682516
NANP	0.87403824	0.000113416
ADRA1B	0.454332727	0.545406754
ADPRM	-0.548043716	0.010148643
PWWP2A	0.307050759	0.002622937
USP47	0.339363251	0.002614663
PDCD6IP	0.073919648	0.248791325
FAM161A	-0.377331739	0.013883872
GLB1	0.227922504	0.007570471
GON7	-0.123312574	0.371394773
FAXDC2	0.371452648	0.486273839
CRTAP	0.272636407	0.032815672
CNGB3	0.137138532	0.933625941
ELP5	0.061776984	0.50651158
CMTM8	0.25682735	0.102077869
GABARAP	0.1590916	0.033629292
LGALS9B	-0.303384499	0.81625976
STX8	0.100029218	0.801915266
UBB	0.044223487	0.52683571
FABP4	-2.225245276	0.328272428
B3GNT2	0.107504634	0.331767296
TMED10	0.001066489	0.990236846
SETMAR	-0.171251449	0.265498153
CST5	-0.447402756	0.576701236
CST2	-0.25459361	0.571849501
CST1	0.402051053	0.734171983
TCAF2	-0.095776504	0.785463118
SEMA3E	0.215944109	0.797593172
LRRN2	0.804157885	0.414670389
SLC30A1	0.368662704	0.031108027
DCLK2	0.257299838	0.760389987
ZNF804A	-0.013994077	0.991426042
GPRC5C	1.363944494	0.001260816
TMEM182	-0.066849743	0.59783101
VSTM2A	-0.890314476	0.674230863
KRT8	0.035337007	0.870094192
KRT78	1.310644799	0.239076065
ADORA2B	-0.549708418	0.001992666
MGMT	0.118273022	0.322395597
METTL7B	0.168497706	0.837576455
KRT86	0.532671848	0.41503211
HARS1	-0.034493509	0.758359514
DENND5B	-0.1665929	0.226606626
CD14	0.269949749	0.302552407
DNAJC18	0.566208927	0.00339436
RIOX1	-0.031662019	0.78745719
SPATA24	0.019484701	0.967338391
RALGAPB	-0.05724119	0.331560591
PYM1	-0.099066964	0.172475034
KRT4	1.24513664	0.259824666
KISS1	0.534036078	0.509171099
LONRF2	0.033488566	0.9793896
NUDT9	0.00870608	0.941636774
ELOVL6	-0.476563336	0.005998062
PFKFB3	0.033243087	0.867210773
TMC7	-0.445544331	0.004022703
ARL6IP1	0.038996102	0.685541353
SERPINB9	-0.570343312	0.019892796
SMAGP	-0.546284113	0.017959494
CDH2	-0.717767894	0.823024672
EMB	0.355512053	0.15113641
DLGAP1	-0.519984258	0.351326596
NUDCD2	-0.194091156	0.220415912
IRF2BP1	0.437131819	0.006392906
HSPA4	-0.108633726	0.073847175
COMMD5	-0.836074302	0.000305834
ARMC10	-0.476183863	0.000157462
RNF34	-0.08267044	0.281657293
ACYP2	-0.046771738	0.856348501
TRABD	0.132631669	0.17013575
RASA4B	0.517710056	0.728250181
SOCS6	0.153251827	0.276537966
CAVIN4	-0.332190977	0.491067433
TTLL6	0.690463048	0.526968156
POLH	-0.195978809	0.170759281
SYT9	-0.656959203	0.978683669
KCNS3	0.125209048	0.830913632
KIF5B	0.021900548	0.807748941
GPR37	-0.397759766	0.723750553
AKAP13	0.060034504	0.410279369
CDCA4	-0.459915998	0.004253175
CHCHD7	-0.013048779	0.933764636
HTRA3	0.77855504	0.185493486
USP32	-0.004284013	0.957761254
CEL	0.017485736	0.963283792
PPM1D	-0.108712191	0.21900064
GPR27	-0.13196	0.868247468
	0.020551027	0.88879424
PSG6	-0.700557541	0.498529121
KBTBD2	-0.302523609	0.004581146
RIOX2	-0.166124044	0.117905523
TRIAP1	0.202977904	0.041175318
LSM3	-0.305911147	0.022314458
KIAA0232	0.098960489	0.19392963
MTSS1	-0.384769073	0.055535843
TMEM43	0.215639548	0.126518864
RNF139	-0.063304692	0.537612915
RPS9	0.080698995	0.243059395
TSEN34	0.216163124	0.021607789
GSTA4	0.3342794	0.205054425
MSANTD4	-0.121154562	0.193172967
NDUFA3	0.075778045	0.835937656
OSCAR	-0.158418701	0.822405591
PAQR8	0.378276551	0.106104967
NUDT6	0.098432182	0.647479225
TANC2	0.057266283	0.646971821
DNAJC24	-0.423461578	0.002880916
CAVIN3	-0.505457709	0.189760592
HAS2	-1.327309438	0.143047152
PDGFD	0.515055694	0.04710249
PLAC1	-0.947008834	0.321229112
S1PR1	-1.093763873	0.381019689
HS6ST2	-1.087744719	0.375218113
PYGO1	0.638897606	0.049579457
LRRC8E	0.559969795	0.005791872
PKIA	-0.395919497	0.656404555
XKR6	-0.449644915	0.344693259
TSNARE1	0.566487012	0.01655732
FEZ2	-1.094452754	7.38E-05
C11orf24	-0.138828895	0.209019684
KYAT1	-0.159945732	0.518706135
MTM1	-0.030076331	0.758363092
TRMT61B	0.245927932	0.139961065
MFN1	-0.19816838	0.006738941
NRTN	0.722178423	0.155459338
KCNMB3	0.06805492	0.85656916
FUT3	-0.006671364	0.990236846
KCNG3	0.523666591	0.130198032
ATP6V0E2	0.063149925	0.65888739
PRKCE	-0.037699467	0.86622869
JAGN1	-0.479566655	0.001242635
SOCS5	0.444372769	0.000741863
C1GALT1C1	0.167739904	0.028844016
C9orf16	0.278745654	0.017719939
MORN4	-0.45753191	0.023920219
NAIF1	-0.411768571	0.005959111
RBKS	-0.000238897	0.999470001
TMEM126A	-0.178118427	0.03544904
TMEM126B	-0.254637271	0.022330916
NETO2	-1.197141474	0.073481845
CDC42BPG	0.389782827	0.003135345
FAM241B	-0.263552708	0.061977481
TMEM37	1.281404782	0.153914134
UGT2B7	-0.257544413	0.870534978
LRG1	1.030522038	0.044043356
SHCBP1	-0.569207621	0.000789101
NPTX1	0.746927336	0.236728213
FAM98B	-0.090555968	0.139741828
GAA	0.406161246	0.007601755
CANT1	0.151866637	0.069686285
KCNK3	2.551033778	0.00653226
ZDHHC16	-0.117897647	0.175105201
CHST11	-0.175330134	0.678251898
EXOSC1	-0.249860232	0.049797436
PGAM1	-0.084202371	0.289375135
ESCO2	-0.39845144	0.027398032
KRT19	0.563986578	0.001336753
KRT15	0.628645566	0.114211599
LURAP1	-0.690598201	0.331627893
CLCN5	-0.219901974	0.135156917
TPPP	0.890080091	0.006974284
KCND3	0.193013578	0.85465776
APLN	-0.153652433	0.885832631
KRT13	0.608858552	0.370319181
PDE7B	0.232278504	0.785075871
MRPL36	0.009255646	0.9629974
NAT1	0.543601495	0.040787811
KRT20	1.157309605	0.12396632
KSR2	0.497011752	0.260048207
MCC	0.70701682	0.199910254
CDK5R2	0.124260499	0.923666938
DSEL	0.034236692	0.962727998
POLR1C	-0.363822097	0.030973997
DLK2	0.381549932	0.231400564
WIPF2	0.27363379	0.000847013
LRRC8C	-0.152986868	0.280339719
RSL1D1	-0.149683566	0.150919958
LRRC8D	-0.168277328	0.054891412
ETFDH	-0.106733335	0.26021039
LPAR3	0.376731019	0.558626116
PTGER4	-0.414692058	0.486881327
TBCA	-0.331082937	0.035263375
MAP6	1.435710287	0.0465141
ECEL1	0.307483512	0.821827286
BCL2L1	-0.158334372	0.180523356
FGB	1.181192911	0.481179175
CLSTN1	0.315290705	0.012784617
PIK3CD	0.331613908	0.36617882
SLC25A33	-0.312911245	0.015013567
ENC1	0.264494047	0.140346404
SPSB1	0.55641542	0.020781395
P2RY6	0.593023006	0.370578591
PLEKHG5	0.592173486	0.016063468
LKAAEAR1	1.245658699	0.333935361
RGS19	0.00116327	0.992150831
ANO5	-0.342866762	0.716187718
GPHN	-0.41923829	0.00086055
TMEM51	0.010315443	0.942420977
LGALS4	0.850272935	0.220015254
LRRC34	-0.480048596	0.517778671
PAH	-0.260860855	0.842195514
SPATA5L1	-0.20547924	0.112176217
GATM	0.184247707	0.285276457
SLFNL1	0.068190599	0.898360364
BCL2	-0.540826546	0.131842174
RHNO1	-0.384801473	0.001486848
CTPS1	-0.452871407	0.001540841
KNDC1	1.017135803	0.047726101
METTL18	-0.072688405	0.652966817
COL8A2	0.640459522	0.300870638
PWWP2B	1.051057101	8.98E-05
FBXL14	-0.2700026	0.063398205
EXOSC10	0.052623629	0.445173446
NINJ2	-0.282366754	0.7163664
RRM2	-0.502578412	0.00906542
TRAPPC12	0.011454333	0.906139772
RPS21	-0.237276525	0.396308233
MRM3	-0.051972073	0.60808722
RPS7	-0.313912857	0.022523046
PRND	-1.222759894	0.244559281
RNASEH1	-0.17055833	0.052052124
ADRA1D	-0.323193657	0.811858032
FRMD5	-0.4792474	0.061968773
CYP4F11	-0.175698813	0.825737692
TLN2	-0.006301095	0.965747732
LGALS9C	0.358531162	0.79587617
TVP23B	-0.227922873	0.024127115
FBXW10	-0.871587881	0.330002986
SRGAP2C	0.028030567	0.828499832
SCG2	0.157030876	0.704654578
ATPAF2	0.397004252	0.002376797
CYP4F22	0.092420127	0.946020373
PPIH	-0.43215109	0.017408518
DRC3	-0.230247566	0.798585845
SHLD1	-0.081126782	0.740897012
SYNPO	1.20394549	0.002697681
MAL	-0.047607531	0.964327872
RAB33B	-0.156198664	0.231613611
THOP1	-0.183613515	0.065451274
ANKRD20A4P	-0.324571687	0.898647414
GAP43	-0.262306614	0.858909417
EPHX4	-0.477124229	0.33309899
LAMB2	0.689023403	0.000210705
USP19	0.317750189	0.009518125
QARS1	-1.240428659	3.22E-05
ORMDL3	0.303512137	0.079878409
SERF1A	-0.355138614	0.174470277
LRRC15	0.254040923	0.757411558
SMN1	-0.312089023	0.003202682
EIF2AK3	-0.153209277	0.254756668
MOB3A	0.397121196	0.001190797
KRCC1	1.224812488	0.000406743
NME6	-0.234277472	0.013834583
CYCS	-0.119964208	0.344923868
SLFN12	0.414521121	0.833348864
CALB2	-1.314945972	0.001518638
FRMD3	-0.030984395	0.983106512
SNTB1	-1.053626157	0.40295351
MTBP	-0.17644659	0.255864606
TEFM	-0.079648551	0.58108369
MRPL13	-0.326776082	0.00199016
ISG20	-0.159555952	0.546504335
MBOAT1	-0.198351809	0.418995381
AZU1	0.541150236	0.767856468
PAIP1	-0.134555672	0.022601385
CLEC7A	0.721182027	0.399262921
C5orf34	-0.318016691	0.070663821
NEGR1	-0.129612246	0.906613417
MACROD2	-0.144959958	0.839917494
DPAGT1	-0.074294667	0.416177067
BSG	0.246447745	0.001924261
CERS6	0.211325978	0.017487763
SPTLC3	0.001211751	0.990099086
TP53RK	-0.15982967	0.127096229
B3GALT1	-0.250296063	0.830816578
BPGM	-0.266815656	0.017807265
POP7	-0.217403105	0.038022453
ALG14	-0.062324402	0.609339724
SUCLG2	-0.024471802	0.770719304
STARD5	0.158369881	0.822012273
ABCG4	1.055247722	0.501794169
GNB2	0.034201025	0.752187831
CFAP53	0.521958044	0.302068018
MCRIP2	0.244240462	0.090849296
C2CD2L	0.276213868	0.058377541
GNG12	-0.552318919	0.001527665
PRSS27	0.040003492	0.933305597
SYNPO2	-0.116167039	0.863682062
DNAJB7	-0.479995596	0.414197521
CLP1	-0.15606638	0.140852119
TTC36	0.346407648	0.772286052
RSPH9	-0.246671894	0.520498947
COPS9	-0.168069777	0.494314657
GTPBP2	-0.158788733	0.077164229
FGGY	-0.111113807	0.585396194
IL17D	-0.20064433	0.685006292
FUT9	-0.963467661	0.032379943
MANEA	-0.38500776	0.00595121
RAB40A	-0.397395445	0.931663739
MAB21L4	1.047409645	0.070660528
AGXT	0.250015235	0.870048728
ACOT12	0.171561437	0.89371764
FIBP	-0.090478872	0.130248958
PPP1CA	0.008098734	0.955587632
NIPAL4	-0.342384189	0.557336889
MUCL1	-0.335132584	0.836815104
PDE3A	-1.923997397	0.119264614
RASGRP1	1.405850414	0.067725037
CHCHD1	-0.136273424	0.295478271
MRPL52	-0.241941872	0.194783529
SMPDL3A	-0.188357123	0.648544322
RND1	0.077133407	0.855835485
RAD9A	-0.239593875	0.163727611
EFEMP2	-0.214811734	0.648014736
AGAP5	0.378262099	0.445173446
WASHC2C	-0.066494553	0.440520086
TMEM134	0.223516102	0.042045248
ZMAT3	0.15155721	0.072416773
ZFAND4	-0.03748568	0.855136488
ZNF738	-0.0607068	0.926963327
SLFN11	-0.357969773	0.731207783
FAM71D	0.120043052	0.896108447
CORO1B	0.342354585	0.007905729
FUT10	0.398046361	0.012945997
LRRC20	0.67937966	0.000433055
MUS81	-0.249441895	0.006191663
TMEM217	0.341360962	0.506706845
CFL1	-0.160525179	0.02161259
TMCC1	-0.618909815	0.000234345
NAA16	-0.366651079	0.005842982
PSME3IP1	-0.198608639	0.049574774
RAB43	0.869402736	0.000257722
CBWD1	-0.23197789	0.011929877
RAB37	1.083409761	0.002743021
DCP2	-0.091649866	0.404166224
RPL38	-0.189606438	0.545406754
CYP7B1	0.333698612	0.662878582
CES4A	0.329985863	0.579453228
CES3	0.714225402	0.35454279
SSH3	1.015201393	0.000179738
CES2	0.111666084	0.098263551
PDP2	0.095901339	0.499876112
DMXL1	0.050261171	0.623106241
METAP1D	0.151399048	0.316369157
EGFL7	0.32364331	0.024707716
NADSYN1	0.282450797	0.001924261
DHCR7	0.43321151	0.004196392
NBEA	0.553648109	0.185779009
RNASEH2C	-0.003479764	0.97038739
MYEOV	-0.713849113	0.165923671
ANKRD13D	0.180806368	0.027688644
MRGPRF	1.445276858	0.217636096
MYD88	0.468496347	0.003361297
OXSR1	-0.365885483	0.000779065
LCLAT1	-0.171418428	0.03891278
XKR3	-0.403067743	0.813982742
SH3RF3	0.261270172	0.912372572
GXYLT2	0.574435683	0.387548945
HPSE2	-0.897420253	0.58772423
DCAKD	0.388759373	0.009210638
ARPP21	-1.658275754	0.278471449
CCDC96	0.543132019	0.038659566
GRK2	0.17061278	0.131726968
EVC2	0.152878178	0.928666155
HECTD4	0.241776158	0.025465551
FAM222B	-0.270484469	0.020627441
RXFP4	-0.624061948	0.525479527
HPSE	-0.206610048	0.289588378
COQ2	-0.038033148	0.673181876
HSPA6	0.285282475	0.442471092
TRMT112	-0.185739858	0.197323541
ADCK5	0.618398021	0.001800909
MRPL57	-0.085151947	0.448479256
NOC3L	-0.921440701	6.17E-05
RHOD	-0.038304864	0.774976759
RAPH1	-0.567151678	0.001136375
MTX1	-0.249983829	0.019287572
ADCY5	1.253345318	0.079776005
CKS1B	-0.542135705	0.008787053
ABLIM3	-0.456663893	0.006057384
MFSD4B	0.324861537	0.067773758
VANGL1	-0.797673343	0.185828099
GLRX	-0.31975875	0.178830131
IQCB1	-0.267676945	0.013129337
SYT12	0.547784932	0.051799763
GOLGB1	0.287457182	0.005970793
C11orf86	-1.137087507	0.247320195
SLC2A14	0.328498259	0.860529894
GPR137	0.325155121	0.010395545
SNCG	-0.09499331	0.69123813
MMRN2	1.263922485	0.036221423
MZT2A	-0.173720405	0.240588814
PPP1R3B	0.206740009	0.378874172
STOX2	0.080692107	0.797728693
MAP3K11	0.226876106	0.034466352
KCNK7	-0.672466883	0.173244451
SFT2D3	1.602916846	0.068694639
NDNF	-0.790127264	0.867539408
OLR1	0.635389461	0.516060006
DAG1	0.265918225	0.010053756
DAB1	0.497935064	0.733508051
ARV1	0.10681267	0.264305716
NAA20	-0.25618137	0.023805954
SAA1	-1.208846803	0.500587499
MICOS10	-0.213815095	0.317898287
EHBP1L1	-0.070985564	0.473985878
RNF26	-0.179708063	0.073143321
PPP1R14B	0.623320424	0.001517579
ZNRD2	-0.287312938	0.033612077
AGR3	-0.779227763	0.477993687
PTPRM	-0.466536668	0.402940974
FKBP2	0.408436575	0.001597406
VEGFB	0.255753636	0.005569569
PEAK1	-0.300750499	0.002651397
TNFRSF10D	0.153695788	0.641967229
MST1	0.681520991	0.207362521
TNFRSF10C	0.443183917	0.641817538
GMPPB	-0.056281059	0.621455083
MOB1B	-0.07584812	0.48438807
CSPG4	0.698805214	0.130834244
SNX33	0.71468939	0.000303564
NABP1	-0.771204738	0.00050585
ADGRF3	0.777102449	0.265271932
CHD2	0.158126889	0.061968773
CCDC106	0.36847834	0.046786067
CEP83	-0.446850259	0.001587294
NUDT4	-0.087345193	0.397320988
PC	0.181841663	0.376552143
NMNAT1	0.288495867	0.068147268
LRFN4	0.38353159	0.002317542
RCE1	0.516343594	0.002552695
UQCRH	-0.196849771	0.15309929
EIF1AX	-0.477753917	6.93E-05
BCLAF3	0.198255089	0.17053517
PSMD1	0.011325468	0.923928191
ADGRG2	0.084603513	0.916918839
MUC13	-1.491324734	0.342141993
SUSD5	0.824799671	0.785363802
HEG1	0.380234921	0.168167017
C11orf80	-0.273031844	0.025205839
TOMM20	-0.214491066	0.03580665
AGFG1	0.316634329	0.000611289
CD7	1.110605122	0.239428618
CNP	0.34058146	0.000882664
HAP1	0.901539474	0.045700903
EIF1	-0.343457862	0.005953663
ENDOV	0.052534466	0.750584731
RNF213	0.648569317	0.000319972
TIGD3	0.600898588	0.023136762
KCNH6	-0.053536472	0.968848723
MARCHF10	-0.340244078	0.734268464
NET1	-0.520534084	0.000102209
DPY19L1	-0.337257003	0.014030506
	-0.786439306	0.297415621
PHOSPHO1	0.369786576	0.655335336
PHC3	0.033647302	0.696276283
GPR160	0.41909564	0.34397995
SPTBN2	0.268831573	0.031490913
GOLIM4	-0.066689418	0.489200548
RBM4B	-0.016967362	0.846036688
ATP5MK	-0.283601082	0.203022267
C1QTNF1	-0.850635333	0.979115675
MARCHF3	-0.16210966	0.935234173
SWSAP1	0.162758487	0.356851849
SLCO4C1	0.299262207	0.728261882
RBM4	0.240829216	0.008700584
PIFO	-0.213166698	0.771042807
XXYLT1	0.246276458	0.063052818
UBXN2A	-0.117015056	0.169197343
TCAP	0.440725114	0.174286026
CCS	0.139536816	0.263875385
NRROS	-0.679197103	0.296224598
CEP19	-0.306766862	0.190191291
KLHL15	-0.332421037	0.002774423
FBXO45	-0.795029366	6.22E-05
CBY2	0.401775605	0.602211957
GNG5	-0.195799806	0.309958521
SLC25A30	-0.269398271	0.112522456
CTSF	0.569697097	0.360523369
MSRB3	0.662692269	0.063443491
LEMD3	-0.014566928	0.857392824
C16orf91	0.111320777	0.395238761
TLR1	0.018376204	0.977532752
TLR6	-1.266525985	0.000678403
FAM174A	0.030008599	0.837525681
RGMB	-0.376505335	0.00908575
FAM53A	-0.067627546	0.813030614
NWD2	-0.615736531	0.439796323
CYB561D1	-0.06320364	0.623634498
ZDHHC24	0.341670621	0.009647179
TRMT10C	0.036519053	0.691939916
SELP	0.36075808	0.746526087
CTU2	-0.319180529	0.017236926
C12orf66	-0.250400245	0.174376247
PIGG	0.166842834	0.028104508
PRPF8	0.140739086	0.172091317
ADCY6	0.372546572	0.005051909
REP15	0.228570425	0.64508672
PITPNA	0.158533494	0.118659062
DDX23	0.111626916	0.110734538
ZNHIT2	0.269691911	0.068897955
TNK1	0.450308509	0.271107337
PHLDA3	0.450171244	0.039839232
SLC16A13	0.296931642	0.059000486
PODN	-0.062085032	0.978683669
C11orf45	0.160820281	0.613499792
EXO1	-0.553383942	0.001374807
LIG4	-0.024947594	0.833161201
ATP2A2	0.067192291	0.39797208
ZWILCH	-0.552676821	0.000156587
RPL4	-0.113194397	0.169309781
C12orf76	0.236223554	0.092507638
CNTNAP2	-0.242045006	0.836334265
LINGO2	-0.08605154	0.903402231
BBS1	-0.021923517	0.904016705
DENND4A	-0.211473185	0.040198595
IGDCC3	0.770798922	0.234768406
GCSAM	-0.424843046	0.19790308
ANKRD36C	-0.29020085	0.196095815
SLC26A9	0.136554229	0.887139748
MFSD4A	0.122154919	0.860553713
PELI3	0.321202317	0.034820851
TTC9B	-0.626380626	0.859495796
TMEM81	-0.173588863	0.474519348
MRPL11	-0.121523886	0.084480672
IL20RB	-0.429661508	0.021311087
GOLT1A	-1.605841428	0.11184401
AKIRIN1	-0.051319388	0.499193494
MSL2	0.038186074	0.611018773
TRAM1L1	0.473196799	0.726460311
ANGEL2	-0.312313047	0.023645095
UGT8	-0.834095624	0.001199031
IQCK	0.236432686	0.172038146
SLCO2A1	0.782098792	0.020203605
SLC29A2	-0.151042192	0.193154162
BRSK2	0.365924101	0.162993588
B4GAT1	0.96600451	0.000194686
TMEM167A	-0.314551395	0.010698267
SH3PXD2B	0.544185714	0.006760451
RESF1	-0.053533264	0.714978612
LARP7	0.029763628	0.719998386
FGFBP3	-0.901866292	0.006236984
RPL15	-0.173170797	0.017648901
FAM241A	0.491811261	0.032151032
HRAS	0.033737841	0.715811463
SRP72	-0.179251745	0.051739718
RIN1	0.004413309	0.990236846
ODAPH	-0.270838133	0.777685971
CEP135	-0.64028557	0.001113099
FZD4	-0.050443194	0.665517942
BTC	-0.696840154	0.00764529
PDZK1	0.089453254	0.936248033
DENND6A	-1.218048016	0.000348983
PDE12	-0.166476105	0.01937367
GLMN	-0.028692012	0.826815577
DNAH12	-0.924467712	0.166147255
YIF1A	0.728113197	0.000706735
CNIH2	-0.103507669	0.85465776
NDUFA11	0.179735774	0.313446305
RSRC1	-0.099409734	0.199764346
RAB1B	0.0082069	0.933802466
PTDSS2	0.383291717	0.000631103
MICOS13	0.484409369	0.004922895
C3orf33	0.145931019	0.339490563
SEZ6L2	0.753835418	0.001022473
ASPHD1	0.902733164	0.005917465
KCTD13	0.132855658	0.361671316
FUT1	0.116300369	0.893039777
FBXW8	0.096822769	0.263075078
ZG16	-0.071943279	0.944616726
KLC2	0.010816158	0.916048958
CHST2	0.403708569	0.406106402
ZDHHC14	-0.162387083	0.090310358
ATR	-0.142754643	0.187366662
UBE2C	-0.566703451	0.003912958
GK5	-0.25232819	0.072739278
VCPIP1	0.209208514	0.008621085
PDIK1L	-0.228002598	0.063727437
TVP23C	-0.182572018	0.359752629
MRPS22	-0.292995631	0.002039637
PACS1	-0.049988566	0.497292343
MARCKSL1	0.181558577	0.209229803
SH3BP5L	0.287723399	0.004009401
YPEL2	1.418450255	1.45E-05
CADM2	-0.061761893	0.913391333
ABO	0.040651517	0.978036055
PSMD2	-0.239200906	0.015659114
PPM1E	0.265258936	0.636862577
FAM131A	0.318289402	0.084322195
CSRP2	-0.177193129	0.557336889
PARL	-0.183096127	0.108770816
PCCA	0.159662072	0.154095588
DCTN2	-0.148457269	0.028016773
NPPA	0.379385507	0.778157442
CTDSP2	0.022883598	0.826042109
CKAP5	-0.620858922	0.000250927
ARHGAP1	-0.057277834	0.557270062
ATG13	0.211381747	0.01462297
C1orf127	-0.135151418	0.900160972
CHST1	1.316671283	0.337751657
GOLGA8A	-0.072417834	0.674721316
TP53I11	-0.57543376	0.382420723
DOLK	-0.381697712	0.004270721
CATSPER1	-0.690314374	0.771317739
CCNE2	-0.2304283	0.365384564
PHYKPL	0.440192085	0.033988587
ANKS4B	-0.739916927	0.570341268
CST6	-0.017246087	0.984637914
GRAMD2A	-0.238633379	0.810973056
LSM1	-0.185229145	0.024955767
BANF1	-0.13099093	0.29056118
CHRNA7	0.311568278	0.959632295
TMEM9B	-0.138795599	0.149549475
NRIP3	-0.541840625	0.042881109
PTPN2	-0.531264236	0.000771909
SCUBE2	-0.344295939	0.807064286
EIF1AD	-0.113738654	0.224364167
EIF3F	0.381005348	0.000694007
ARL10	0.810947491	0.007895834
CLTB	-0.174304379	0.047346185
PCSK1	-2.540417379	0.27302039
LPL	-2.379738496	0.1729841
RFESD	-0.796606448	0.036659498
CCDC14	-0.757124549	0.000347603
SART1	-0.139520332	0.193193891
PPP2R2D	0.031625501	0.792801748
MCTP1	-1.516316028	0.000613723
POLD4	-0.078648078	0.517191737
DPP10	-0.659341618	0.940490703
CLCF1	-0.123840499	0.609333991
LIPT2	0.40190049	0.03132125
KCNE3	1.182956146	0.318407865
CABP4	1.076228862	0.33923005
ALG10B	-0.486261491	0.042179106
LONRF3	-0.2673787	0.135036218
UCP3	-0.034894937	0.958497239
UCP2	0.402819271	0.027779327
C11orf68	-0.161162696	0.185493486
PAAF1	-0.077974756	0.445293514
MRPL48	-0.285572274	0.033612077
RAB6A	-0.071157039	0.254917451
P2RY2	0.425701535	0.142234269
ERCC4	0.001986818	0.99133613
SUGCT	0.178481188	0.600531397
TMEM70	-0.04055394	0.714891852
RPS6KB2	0.024782756	0.826798958
RMI2	-0.421895307	0.007824507
TOM1L2	0.325721173	0.093736935
GPR156	-0.294217809	0.705363143
MTLN	-0.602219635	0.005723365
KDF1	-0.202109715	0.702557355
B3GNTL1	-0.450296077	0.038296082
TTLL11	0.081176642	0.696792931
TOMM5	-0.460753479	0.018885658
SLC35E3	-0.221894429	0.139961065
PRIMA1	-0.024321311	0.970912502
SFN	0.280853135	0.250512077
MSRA	0.381043391	0.02072436
CTDNEP1	0.062531242	0.309160495
SWI5	0.014222685	0.915138174
BAIAP2	0.235206577	0.027522797
CALCB	-2.317367418	0.213567683
CREG2	0.254218522	0.699055266
TMEM270	0.446896896	0.512423818
ZDHHC21	-0.221610113	0.087598667
TSPEAR	0.529794453	0.615950205
PLEKHF2	-0.166678912	0.386041395
A2M	-0.680037093	0.499790004
ARL4D	-0.350592131	0.367031936
DOK7	-0.319278542	0.566236522
LRRN1	0.081882507	0.898360364
UBE2O	-0.44272034	0.000464857
ORAI3	0.358047379	0.056294317
UNC119B	0.105634878	0.359014061
DENND2C	-0.05783376	0.768312524
PLEKHD1	-0.008765817	0.993436947
TUBB6	0.085332468	0.400644647
LYSMD3	0.090766314	0.321125101
AMIGO3	-1.92849572	0.296451226
B3GALT6	0.207501992	0.048485933
NUPR1	0.194048145	0.718752277
JAKMIP2	-0.853578462	0.597588388
MBLAC2	-0.721684591	0.003246974
TPRN	0.381606886	0.024840014
SLC35A4	-0.057245458	0.296651271
CRYBG2	0.595107696	0.095708521
IP6K1	0.413242795	0.002351261
SSNA1	-0.293116105	0.010914461
CSTF3	0.258988394	0.008880541
YES1	0.901922523	2.08E-05
CHMP6	0.22794737	0.031674062
UFSP1	0.436876722	0.099983845
TMEM39A	0.018333325	0.880432902
TCP11L1	0.086753197	0.356979716
GPX2	-0.116444675	0.918131803
CCDC57	-0.086217606	0.387828013
SPHK1	0.098282812	0.841035617
BNIP3	-0.00429912	0.996509611
ENTHD1	-0.206698373	0.824538658
MYPOP	0.405958168	0.011446225
ATAD5	-0.594409655	0.000838649
SMIM19	-0.028953659	0.864321185
RTTN	-0.418563648	0.009433525
ACBD7	-0.152917896	0.61309333
ANAPC2	0.323686465	0.004036192
ZBTB8OS	-0.032498549	0.773119421
SLC35G1	-0.707135564	0.000104058
COX8A	-0.212967069	0.228407483
PRR18	0.334109957	0.769864402
B3GNT4	0.293097581	0.355622905
CDC26	-0.171337752	0.270672686
HSD11B2	0.556154559	0.074787123
CRLF3	-0.342677184	0.001191268
RNPEP	-0.016297956	0.853905236
EID2B	-0.188487488	0.309322378
GJC3	-0.074350534	0.962727998
RIMS2	-0.768399742	0.40388165
KCMF1	-0.240381638	0.00199016
DNAJC30	0.152872471	0.204143193
